route,nq,pax_min,pax_pre,fare_pre,dl_q,nw_q,both_q,legacy_q,dl_any,nw_any,direct,distance,dl_direct,nw_direct,unknown_pax,group,eligible,direct_overlap,original_treated
CMH-CWA,4,57,67.0,216.008472668782,0,0,0,0,0,101,0.0,479.0,0,0,0,other,False,False,False
CMH-CYS,3,2,2.6666666666666665,268.8333333333333,0,0,0,0,0,0,0.0,1153.0,0,0,0,other,False,False,False
CMH-DAB,4,26,121.25,217.80059022897956,4,0,0,0,411,0,0.0,755.0,0,0,0,other,False,False,False
CMH-DAL,4,163,236.5,168.86169619241184,0,0,0,0,0,0,0.02703079376819454,920.0,0,0,0,other,True,False,False
CMH-DBQ,4,21,30.0,166.19933715233435,0,0,0,0,0,0,0.0,441.0,0,0,0,other,False,False,False
CMH-DCA,4,724,1052.25,180.99822165927276,0,0,0,4,45,78,0.9206364651489737,322.0,9,1,0,other,True,False,False
CMH-DEC,1,7,7.0,110.714286804199,0,0,0,0,0,0,0.0,318.0,0,0,0,other,False,False,False
CMH-DEN,4,2433,2767.75,210.49138452913985,0,0,0,4,251,283,0.6694684587096777,1165.0,8,1,0,other,True,False,False
CMH-DFW,4,3425,4251.0,175.50393729234054,0,0,0,4,238,216,0.8661136276711306,926.0,6,1,0,other,True,False,False
CMH-DHN,3,10,15.0,383.8412662566657,0,0,0,0,13,0,0.0,617.0,0,0,0,other,False,False,False
CMH-DLH,4,33,66.0,276.09083935781484,0,4,0,0,0,232,0.02841950861752842,665.0,0,0,0,other,False,False,False
CMH-DRO,4,19,26.0,265.63589194605663,0,0,0,0,6,0,0.0,1355.0,0,0,0,other,False,False,False
CMH-DRT,4,5,6.5,258.6944431728786,0,0,0,0,0,0,0.0,1263.0,0,0,0,other,False,False,False
CMH-DSM,4,278,338.0,191.1070931148301,0,0,0,4,88,163,0.00539568345323741,574.0,0,0,0,other,True,False,False
CMH-DTW,4,137,181.0,295.87031888442726,0,4,0,0,0,544,0.9885034991875964,156.0,0,538,0,other,True,False,False
CMH-DVL,3,1,1.6666666666666667,555.6666666666666,0,0,0,0,0,4,0.0,972.0,0,0,0,other,False,False,False
CMH-EAR,3,2,3.0,407.0,0,0,0,0,0,0,0.0,850.0,0,0,0,other,False,False,False
CMH-EAU,4,2,5.75,351.6604112625122,0,0,0,0,0,21,0.0,554.0,0,0,0,other,False,False,False
CMH-EGE,4,6,43.25,247.51615929820906,0,2,0,4,6,25,0.0,1273.0,0,0,0,other,False,False,False
CMH-EKO,2,2,2.0,427.5,0,0,0,0,4,0,0.0,1725.0,0,0,0,other,False,False,False
CMH-ELM,4,10,21.75,163.71695843543208,0,0,0,0,0,26,0.0,346.0,0,0,0,other,False,False,False
CMH-ELP,4,279,316.75,212.20256192344746,2,0,0,4,117,0,0.015839330683390985,1429.0,0,0,0,other,True,False,False
CMH-ERI,2,1,1.5,260.0,0,0,0,0,0,2,0.0,202.0,0,0,0,other,False,False,False
CMH-ESC,1,4,4.0,180.0,0,0,0,0,0,0,0.0,450.0,0,0,0,other,False,False,False
CMH-EUG,4,27,40.5,257.0563204871283,0,0,0,0,38,0,0.0,2071.0,0,0,0,other,False,False,False
CMH-EVV,4,23,35.25,195.43554549716333,0,0,0,0,30,25,0.0,284.0,0,0,0,other,False,False,False
CMH-EWN,4,33,52.0,163.8179167733383,0,0,0,0,15,0,0.0,467.0,0,0,0,other,False,False,False
CMH-EWR,4,3114,3332.0,147.34518946750165,0,0,0,4,13,176,0.9309390633407104,462.0,1,6,0,other,True,False,False
CMH-EYW,4,42,55.75,268.55546609278946,0,0,0,0,69,0,0.0,1070.0,0,0,0,other,False,False,False
CMH-FAI,2,11,16.0,453.0151486087156,0,2,0,0,0,32,0.0,3044.0,0,0,0,other,False,False,False
CMH-FAR,4,36,52.0,293.6018955368873,0,4,0,0,0,127,0.009259259259259259,846.0,0,2,0,other,False,False,False
CMH-FAT,4,47,62.0,327.08762772994316,0,0,0,4,4,0,0.0,1996.0,0,0,0,other,False,False,False
CMH-FAY,4,44,63.5,184.2312437305684,0,0,0,0,36,0,0.0,410.0,0,0,0,other,False,False,False
CMH-FCA,4,22,34.5,290.0723482146408,0,3,0,0,13,86,0.0,1646.0,0,0,0,other,False,False,False
CMH-FLG,4,10,11.5,260.9511378895154,0,0,0,0,0,0,0.0,1607.0,0,0,0,other,False,False,False
CMH-FLL,4,1819,3283.0,142.29697592866273,2,0,0,2,761,241,0.4825298904268094,976.0,14,0,0,other,True,False,False
CMH-FLO,4,34,44.25,303.36171548799905,0,0,0,0,5,0,0.0,437.0,0,0,0,other,False,False,False
CMH-FMN,3,1,3.3333333333333335,560.6000020345051,0,0,0,0,0,0,0.0,1389.0,0,0,0,other,False,False,False
CMH-FNT,4,10,15.0,238.6277792687509,0,4,0,0,0,48,0.0,211.0,0,0,0,other,False,False,False
CMH-FOD,2,5,5.5,154.0,0,0,0,0,0,11,0.0,614.0,0,0,0,other,False,False,False
CMH-FSD,4,76,109.75,238.74641876043634,0,4,0,0,6,207,0.0,756.0,0,0,0,other,False,False,False
CMH-FSM,4,23,32.5,217.23865406780223,0,0,0,0,11,20,0.0,706.0,0,0,0,other,False,False,False
CMH-FWA,2,1,1.0,298.0,0,0,0,0,0,1,0.0,139.0,0,0,0,other,False,False,False
CMH-GCC,3,2,5.0,323.76190185546886,0,0,0,0,0,0,0.0,1196.0,0,0,0,other,False,False,False
CMH-GCK,1,2,2.0,97.0,0,0,0,0,0,0,0.0,969.0,0,0,0,other,False,False,False
CMH-GEG,4,159,230.25,218.65073344196708,2,4,2,4,159,326,0.02851154910814002,1792.0,0,5,0,other,True,False,False
CMH-GFK,4,14,25.0,279.3577266554204,0,4,0,0,0,100,0.05357142857142857,898.0,0,3,0,other,False,False,False
CMH-GGG,4,4,8.75,236.23564177293045,0,0,0,0,0,0,0.0,843.0,0,0,0,other,False,False,False
CMH-GJT,4,18,24.75,334.4110075780217,0,0,0,0,8,0,0.0,1364.0,0,0,0,other,False,False,False
CMH-GLH,4,1,2.75,176.16666603088376,0,0,0,0,0,2,0.0,636.0,0,0,0,other,False,False,False
CMH-GNV,4,80,103.5,211.91861824551145,0,0,0,0,90,1,0.006168831168831169,713.0,0,0,0,other,False,False,False
CMH-GPT,4,35,179.75,237.19308356845093,1,2,1,0,52,55,0.2476741529020043,749.0,0,0,0,other,False,False,False
CMH-GRB,4,168,175.75,181.28562604172174,0,4,0,0,50,356,0.0,411.0,0,0,0,other,True,False,False
CMH-GRK,4,43,53.75,153.16129158735262,0,0,0,0,41,0,0.0,0.0,0,0,0,other,False,False,False
CMH-GRR,4,151,163.5,211.59622861355575,0,4,0,3,16,438,0.0,242.0,0,0,0,other,True,False,False
CMH-GSO,4,160,1167.75,141.32483058134036,1,0,0,0,46,20,0.4679185049377199,314.0,0,0,0,other,True,False,False
CMH-GSP,4,154,173.5,231.76465260924243,2,0,0,0,111,30,0.004627968716366507,354.0,0,0,0,other,True,False,False
CMH-GTF,4,15,25.75,315.96597051973697,0,3,0,0,5,67,0.0,1505.0,0,0,0,other,False,False,False
CMH-GTR,3,1,3.0,328.50000127156585,0,0,0,0,3,0,0.0,552.0,0,0,0,other,False,False,False
CMH-GUC,4,2,6.75,193.4342109278629,0,0,0,2,0,0,0.0,1289.0,0,0,0,other,False,False,False
CMH-HDN,4,20,46.25,239.72647619200455,0,2,0,3,6,37,0.0,1282.0,0,0,0,other,False,False,False
CMH-HHH,4,41,70.25,255.88685556679184,0,0,0,0,27,0,0.0,552.0,0,0,0,other,False,False,False
CMH-HIB,1,4,4.0,353.5,0,0,0,0,0,3,0.0,713.0,0,0,0,other,False,False,False
CMH-HLN,4,6,9.75,338.53760493059684,0,0,0,0,12,23,0.0,1525.0,0,0,0,other,False,False,False
CMH-HNL,4,296,390.25,385.24300536878906,4,4,4,4,430,186,0.0,4518.0,0,0,0,overlap,True,False,False
CMH-HOU,4,449,538.25,198.97590468697402,0,0,0,0,51,0,0.5514687992890982,1002.0,0,0,0,other,True,False,False
CMH-HPN,4,40,58.0,250.54598502369006,0,0,0,0,3,23,0.022718253968253967,488.0,0,0,0,other,False,False,False
CMH-HRL,4,37,72.5,219.56213768888705,0,0,0,0,0,1,0.0,1277.0,0,0,0,other,False,False,False
CMH-HSV,4,84,103.5,203.62053186894698,3,0,0,0,113,37,0.0,428.0,0,0,0,other,False,False,False
CMH-HVN,4,14,21.25,178.2245305538539,0,0,0,0,0,0,0.0,532.0,0,0,0,other,False,False,False
CMH-HYA,1,1,1.0,151.0,0,0,0,0,0,0,0.0,669.0,0,0,0,other,False,False,False
CMH-HYS,1,2,2.0,342.0,0,0,0,0,0,0,0.0,879.0,0,0,0,other,False,False,False
CMH-IAD,4,25,239.25,194.14369246161374,0,1,0,0,6,10,0.5682927044617481,298.0,0,0,0,other,False,False,False
CMH-IAH,4,1448,1779.5,225.99103504211038,0,0,0,4,67,121,0.8601431953457818,987.0,0,4,0,other,True,False,False
CMH-ICT,4,100,104.25,286.5471441372724,0,0,0,4,16,18,0.012176573426573425,800.0,0,0,0,other,True,False,False
CMH-IDA,4,22,38.75,313.84361436074454,0,0,0,0,33,44,0.0,1518.0,0,0,0,other,False,False,False
CMH-IFP,1,30,30.0,185.0,0,0,0,0,0,0,1.0,0.0,0,0,0,other,False,False,False
CMH-IGM,1,1,1.0,250.0,0,0,0,0,0,0,0.0,1724.0,0,0,0,other,False,False,False
CMH-ILM,4,140,232.75,157.61502341493477,0,0,0,4,66,0,0.07816222662399563,482.0,0,0,0,other,True,False,False
CMH-IMT,3,1,3.0,202.44444274902332,0,0,0,0,0,0,0.0,482.0,0,0,0,other,False,False,False
CMH-IND,4,16,19.25,202.36715631671981,0,4,0,0,5,43,0.0,182.0,0,0,0,other,False,False,False
CMH-INL,4,8,11.5,361.67509203108546,0,0,0,0,0,41,0.0,788.0,0,0,0,other,False,False,False
CMH-IPT,4,4,7.25,197.93055468665224,0,0,0,0,0,0,0.0,325.0,0,0,0,other,False,False,False
CMH-ISN,1,2,2.0,347.0,0,0,0,0,0,0,0.0,1171.0,0,0,0,other,False,False,False
CMH-ISP,4,262,330.0,126.77091606538407,0,0,0,0,0,0,0.02811550151975684,518.0,0,0,0,other,True,False,False
CMH-ITH,4,3,16.25,185.42261914853697,0,0,0,0,0,7,0.0,376.0,0,0,0,other,False,False,False
CMH-ITO,1,1,1.0,262.0,0,0,0,0,1,0,0.0,4431.0,0,0,0,other,False,False,False
CMH-JAC,4,29,76.75,251.75331564927964,3,0,0,4,71,2,0.0,1451.0,0,0,0,other,False,False,False
CMH-JAN,4,149,190.75,170.92732569857276,4,0,0,0,198,62,0.0024271844660194173,666.0,0,0,0,other,True,False,False
CMH-JAX,4,887,1072.25,152.96717434486342,4,2,2,4,1347,276,0.019211876249166787,661.0,51,7,0,other,True,False,False
CMH-JFK,4,3279,3884.5,98.72700133276649,0,0,0,0,59,84,0.9702558492072242,482.0,30,3,0,other,True,False,False
CMH-JMS,2,2,2.0,254.0,0,0,0,0,0,3,0.0,925.0,0,0,0,other,False,False,False
CMH-KOA,4,25,50.25,393.93006336552776,0,0,0,4,0,0,0.0,4485.0,0,0,0,unexposed_legacy,False,False,False
CMH-LAN,4,20,32.75,205.54749854191613,0,4,0,0,5,96,0.0,212.0,0,0,0,other,False,False,False
CMH-LAR,3,2,3.3333333333333335,287.9999974568686,0,0,0,0,0,0,0.0,1197.0,0,0,0,other,False,False,False
CMH-LAS,4,6004,6614.0,165.75943029032993,1,0,0,4,1854,652,0.7843845109727894,1770.0,0,0,0,other,True,False,False
CMH-LAW,4,12,22.25,201.77763262562368,0,0,0,0,0,0,0.0,932.0,0,0,0,other,False,False,False
CMH-LAX,4,2283,2599.25,229.60816293339428,4,1,1,4,4461,672,0.3864956771439089,1994.0,3193,18,0,other,True,False,False
CMH-LBB,4,37,43.5,245.03547850368912,0,0,0,0,0,0,0.0,1134.0,0,0,0,other,False,False,False
CMH-LBE,2,3,5.0,222.35714285714286,0,0,0,0,0,3,0.0,185.0,0,0,0,other,False,False,False
CMH-LBF,3,2,2.0,302.3333333333333,0,0,0,0,0,0,0.0,938.0,0,0,0,other,False,False,False
CMH-LBL,2,1,1.5,585.5,0,0,0,0,0,0,0.0,998.0,0,0,0,other,False,False,False
CMH-LCH,4,6,10.0,311.3958364062839,0,0,0,0,0,0,0.0,898.0,0,0,0,other,False,False,False
CMH-LEB,2,1,1.5,219.0,0,0,0,0,0,0,0.0,600.0,0,0,0,other,False,False,False
CMH-LEX,2,2,4.0,300.16666666666663,0,0,0,0,6,0,0.0,164.0,0,0,0,other,False,False,False
CMH-LFT,4,47,50.25,259.07876992916465,0,0,0,0,20,14,0.0,850.0,0,0,0,other,False,False,False
CMH-LGA,4,4516,5683.25,114.37442618266692,0,0,0,0,360,65,0.9563398734651638,477.0,279,0,0,other,True,False,False
CMH-LGB,4,48,63.25,200.92974167647716,0,0,0,0,40,0,0.0,1984.0,0,0,0,other,False,False,False
CMH-LIH,4,12,32.0,424.04985247227825,0,0,0,4,0,0,0.0,4566.0,0,0,0,unexposed_legacy,False,False,False
CMH-LIT,4,239,296.5,187.2250610962974,1,1,1,0,160,282,0.0,630.0,0,0,0,other,True,False,False
CMH-LNK,4,92,97.25,190.84520724735077,0,0,0,0,0,226,0.0,733.0,0,0,0,other,False,False,False
CMH-LRD,4,20,30.25,308.4417736587894,0,0,0,0,0,0,0.010869565217391304,1281.0,0,0,0,other,False,False,False
CMH-LSE,4,26,44.25,265.7596126759098,0,4,0,0,0,39,0.0,508.0,0,0,0,other,False,False,False
CMH-LWS,3,2,3.3333333333333335,215.0,0,0,0,0,8,0,0.0,1763.0,0,0,0,other,False,False,False
CMH-LYH,4,18,20.5,328.6393055609976,0,0,0,0,0,0,0.0,271.0,0,0,0,other,False,False,False
CMH-MAF,4,47,60.25,220.29054407113583,0,0,0,0,0,0,0.004098360655737705,1213.0,0,0,0,other,False,False,False
CMH-MBS,4,8,17.75,293.0966250141586,0,4,0,0,0,54,0.0,253.0,0,0,0,other,False,False,False
CMH-MCI,4,1121,1758.25,136.64829426230813,0,2,0,0,177,479,0.45291898541564135,633.0,4,12,0,other,True,False,False
CMH-MCN,2,1,2.5,186.5,0,0,0,0,0,0,0.0,507.0,0,0,0,other,False,False,False
CMH-MCO,4,4567,4968.25,137.00942857983512,0,0,0,3,972,360,0.713412759579203,805.0,77,0,0,other,True,False,False
CMH-MCW,4,10,11.75,189.07500019073484,0,0,0,0,0,43,0.0,583.0,0,0,0,other,False,False,False
CMH-MDT,4,112,123.25,180.44733343016497,0,0,0,0,16,71,0.02249604257480715,324.0,0,2,0,other,True,False,False
CMH-MDW,4,5498,6652.5,92.29388957479475,0,0,0,0,1,83,0.9956889922296378,283.0,0,0,0,other,True,False,False
CMH-MEI,4,2,4.25,321.37916641235364,0,0,0,0,8,0,0.0,622.0,0,0,0,other,False,False,False
CMH-MEM,4,248,287.5,254.18310683011504,0,4,0,0,31,287,0.2760495559395454,518.0,0,188,0,other,True,False,False
CMH-MFE,4,85,122.75,232.3667400634762,0,0,0,4,29,0,0.0,1302.0,0,0,0,other,False,False,False
CMH-MFR,4,19,23.5,227.80334608866093,0,0,0,0,44,0,0.0,2070.0,0,0,0,other,False,False,False
CMH-MGM,4,64,80.0,199.10032398004455,0,0,0,0,101,32,0.0,567.0,0,0,0,other,False,False,False
CMH-MHT,4,377,544.25,144.89660772822225,0,4,0,0,10,440,0.10813836328044031,627.0,0,3,0,other,True,False,False
CMH-MIA,4,698,1001.5,195.6775914336588,4,0,0,4,963,157,0.3203148292355148,994.0,0,5,0,other,True,False,False
CMH-MKE,4,333,739.5,198.08230520495695,0,2,0,0,35,327,0.7379722737339918,331.0,0,0,0,other,True,False,False
CMH-MKG,4,2,7.5,207.44002638441123,0,0,0,0,0,18,0.0,280.0,0,0,0,other,False,False,False
CMH-MKL,2,1,1.5,343.0,0,0,0,0,1,0,0.0,448.0,0,0,0,other,False,False,False
CMH-MLB,4,28,36.0,263.31262295536067,4,0,0,0,112,0,0.0,832.0,0,0,0,other,False,False,False
CMH-MLI,4,96,112.0,144.65160065027607,0,0,0,0,1,51,0.0,412.0,0,0,0,other,False,False,False
CMH-MLU,4,28,36.75,226.65535606202616,0,0,0,0,11,13,0.0,727.0,0,0,0,other,False,False,False
CMH-MOB,4,48,55.0,292.3309495313741,1,0,0,0,70,12,0.0043859649122807015,711.0,0,0,0,other,False,False,False
CMH-MOT,4,17,21.5,300.88023440523216,0,4,0,0,0,86,0.0,1074.0,0,0,0,other,False,False,False
CMH-MQT,4,5,14.5,180.95021318170382,0,0,0,0,0,32,0.0,510.0,0,0,0,other,False,False,False
CMH-MRY,4,23,29.0,234.6427413728208,0,0,0,1,30,0,0.0,2112.0,0,0,0,other,False,False,False
CMH-MSL,3,4,6.333333333333333,175.7037035624185,0,0,0,0,0,3,0.0,446.0,0,0,0,other,False,False,False
CMH-MSN,4,268,305.0,187.90375737408408,0,4,0,0,28,621,0.0037313432835820895,399.0,0,0,0,other,True,False,False
CMH-MSO,4,23,44.75,288.04097377883727,0,3,0,0,7,118,0.04791666666666666,1627.0,0,9,0,other,False,False,False
CMH-MSP,4,2221,2558.75,239.6224239932407,0,4,0,4,16,6655,0.6398125271525152,626.0,0,5829,0,other,True,False,False
CMH-MSY,4,908,985.25,152.38054054296396,4,1,1,4,832,782,0.00023020257826887662,807.0,0,0,0,other,True,False,False
CMH-MTH,2,6,7.0,309.875,0,0,0,0,8,0,0.0,1062.0,0,0,0,other,False,False,False
CMH-MTJ,4,19,28.0,287.23164640032815,0,0,0,2,13,0,0.0,1340.0,0,0,0,other,False,False,False
CMH-MVY,2,4,5.5,236.85714067731593,0,0,0,0,0,0,0.0,650.0,0,0,0,other,False,False,False
CMH-MWA,1,2,2.0,106.0,0,0,0,0,0,0,0.0,365.0,0,0,0,other,False,False,False
CMH-MYR,4,120,352.75,153.4487254505704,0,0,0,4,238,3,0.0004201680672268908,488.0,0,0,0,other,True,False,False
CMH-OAJ,4,43,58.5,173.24337579277883,1,0,0,0,37,1,0.0,459.0,0,0,0,other,False,False,False
CMH-OAK,4,563,1770.25,185.2341574636361,1,0,0,4,229,0,0.48283150452796225,2108.0,19,0,0,other,True,False,False
CMH-OGG,4,87,117.75,409.93725596634874,0,0,0,4,22,9,0.0,4456.0,0,0,0,other,False,False,False
CMH-OKC,4,348,471.25,198.84329209836608,0,0,0,4,137,138,0.04253595041072317,865.0,2,6,0,other,True,False,False
CMH-OMA,4,443,565.5,160.24975262084396,0,2,0,4,98,374,0.035009402220007,689.0,0,0,0,other,True,False,False
CMH-ONT,4,669,752.0,199.01826517186697,3,0,0,4,303,0,0.1312778492738143,1949.0,0,0,0,other,True,False,False
CMH-ORD,4,6037,6718.75,112.90408679454278,0,0,0,4,68,145,0.9816824252730925,296.0,0,3,0,other,True,False,False
CMH-ORF,4,505,621.25,133.41247403370363,0,4,0,3,72,493,0.022153093886190054,420.0,2,0,0,other,True,False,False
CMH-PAH,4,7,12.0,202.98789759741905,0,0,0,0,0,5,0.0,378.0,0,0,0,other,False,False,False
CMH-PBI,4,857,1089.75,155.20021481688158,4,0,0,4,1886,22,0.08887283826106421,935.0,0,0,0,other,True,False,False
CMH-PDX,4,747,1175.5,194.6644500614288,4,4,4,4,958,843,0.06257831576343524,2032.0,109,0,0,overlap,True,False,False
CMH-PFN,4,45,56.0,260.3317227779069,0,0,0,0,110,20,0.0031645569620253164,695.0,0,0,0,other,False,False,False
CMH-PGA,1,1,1.0,211.0,0,0,0,0,0,0,0.0,1555.0,0,0,0,other,False,False,False
CMH-PGD,1,1360,1360.0,102.717643737793,0,0,0,0,0,0,1.0,906.0,0,0,0,other,False,False,False
CMH-PGV,4,29,32.25,170.37880926496604,0,0,0,0,0,0,0.0,425.0,0,0,0,other,False,False,False
CMH-PHF,4,56,71.5,163.76445088407777,0,0,0,0,0,0,0.0,398.0,0,0,0,other,False,False,False
CMH-PHL,4,4357,6084.0,97.37330437048826,0,0,0,2,37,174,0.9699799489294259,405.0,0,0,0,other,True,False,False
CMH-PHX,4,3905,5002.0,181.30065795769735,2,2,2,4,1678,1336,0.6563340445204199,1670.0,38,0,0,other,True,False,False
CMH-PIA,4,48,52.25,150.66920533359314,0,0,0,1,0,12,0.0,362.0,0,0,0,other,False,False,False
CMH-PIB,4,4,7.5,273.20833134651167,0,0,0,0,0,4,0.0,692.0,0,0,0,other,False,False,False
CMH-PIH,3,4,8.666666666666666,173.3749983045789,0,0,0,0,20,0,0.0,1546.0,0,0,0,other,False,False,False
CMH-PIR,4,2,4.25,365.75,0,0,0,0,0,14,0.0,940.0,0,0,0,other,False,False,False
CMH-PIT,3,3,7.666666666666667,182.40476190476193,0,0,0,0,3,0,0.07142857142857142,144.0,0,0,0,other,False,False,False
CMH-PLN,4,4,6.75,303.91864806886707,0,0,0,0,0,17,0.0,398.0,0,0,0,other,False,False,False
CMH-PNS,4,91,133.25,254.3205071893811,4,0,0,0,279,15,0.007246376811594203,702.0,4,0,0,other,False,False,False
CMH-PSC,4,47,56.75,270.84109232228127,0,0,0,0,41,0,0.0,1863.0,0,0,0,other,False,False,False
CMH-PSE,4,5,7.75,141.93333269755044,0,0,0,2,0,0,0.041666666666666664,0.0,0,0,0,other,False,False,False
CMH-PSM,2,3269,3311.5,69.32280731201169,0,0,0,0,0,0,1.0,0.0,0,0,0,other,False,False,False
CMH-PSP,4,97,155.5,227.67092110151117,1,3,1,4,87,65,0.0,1897.0,0,0,0,other,False,False,False
CMH-PUB,1,2,2.0,266.0,0,0,0,0,0,0,0.0,1163.0,0,0,0,other,False,False,False
CMH-PVD,4,641,787.5,142.31451698531106,0,4,0,2,14,376,0.26496157729399406,611.0,0,15,0,other,True,False,False
CMH-PWM,4,189,273.5,160.40063295470276,0,2,0,0,25,129,0.00666141456582633,695.0,0,0,0,other,True,False,False
CMH-RAP,4,20,45.25,326.1067461643105,0,4,0,0,0,117,0.014150943396226415,1071.0,0,3,0,other,False,False,False
CMH-RDM,4,2,9.75,251.12499771118175,0,0,0,0,18,0,0.0,1968.0,0,0,0,other,False,False,False
CMH-RDU,4,1366,1518.75,133.5998737777103,0,0,0,4,131,97,0.5911308905759085,362.0,0,0,0,other,True,False,False
CMH-RHI,4,13,15.5,205.2953293070253,0,0,0,0,0,44,0.0,513.0,0,0,0,other,False,False,False
CMH-RIC,4,384,1357.5,114.05886748790965,0,0,0,2,159,83,0.43011459632444643,345.0,0,1,0,other,True,False,False
CMH-RIW,4,1,3.25,305.45833587646473,0,0,0,0,0,0,0.0,1336.0,0,0,0,other,False,False,False
CMH-RKS,4,1,4.75,380.06250381469715,0,0,0,0,0,0,0.0,1371.0,0,0,0,other,False,False,False
CMH-RNO,4,360,508.0,201.68008678326385,3,0,0,4,348,0,0.011905566824430922,1948.0,0,0,0,other,True,False,False
CMH-ROA,4,30,42.25,278.4122456401384,0,0,0,0,4,20,0.0,242.0,0,0,0,other,False,False,False
CMH-ROC,4,135,163.0,156.22206872914668,0,3,0,2,30,139,0.026237150123081192,346.0,0,0,0,other,True,False,False
CMH-ROW,1,6,6.0,341.99999491373666,0,0,0,0,0,0,0.0,1284.0,0,0,0,other,False,False,False
CMH-RST,4,48,58.75,213.41121364191974,0,3,0,0,0,78,0.0,564.0,0,0,0,other,False,False,False
CMH-RSW,4,1381,1906.25,180.67347620280304,0,0,0,2,456,151,0.410584139093648,933.0,16,0,0,other,True,False,False
CMH-SAF,2,3,3.5,415.75,0,0,0,0,0,0,0.0,1300.0,0,0,0,other,False,False,False
CMH-SAN,4,1669,2501.25,176.69249998483897,3,2,2,4,1123,520,0.3000873976331453,1963.0,0,15,0,other,True,False,False
CMH-SAT,4,1057,1140.5,186.2304915591895,0,4,0,4,363,998,0.01289034367122123,1141.0,0,37,0,other,True,False,False
CMH-SAV,4,288,322.0,233.89262251451356,4,0,0,0,465,23,0.003967484083588059,552.0,0,0,0,other,True,False,False
CMH-SBA,4,49,59.75,234.69703319378397,1,0,0,0,31,0,0.0,2057.0,0,0,0,other,False,False,False
CMH-SBN,4,34,36.0,157.718907879581,0,1,0,0,19,49,0.0,215.0,0,0,0,other,False,False,False
CMH-SBP,4,11,23.75,253.7337615979202,0,0,0,0,15,0,0.0,2080.0,0,0,0,other,False,False,False
CMH-SBY,4,8,20.75,156.0979003945019,0,0,0,0,0,0,0.0,411.0,0,0,0,other,False,False,False
CMH-SCE,4,6,12.75,236.11484512094023,0,1,0,1,5,6,0.0,269.0,0,0,0,other,False,False,False
CMH-SDF,4,7,13.25,237.46056516511106,1,1,0,0,21,2,0.0,198.0,0,0,0,other,False,False,False
CMH-SEA,4,1305,1794.5,210.7615252463392,4,4,4,4,1382,1475,0.013407981845926783,2015.0,0,0,0,overlap,True,False,False
CMH-SFO,4,838,1114.75,246.679788480639,4,3,3,4,950,431,0.020048316706149618,2118.0,1,0,0,overlap,True,False,False
CMH-SGF,4,45,66.5,271.06977440129606,0,0,0,0,16,18,0.0,599.0,0,0,0,other,False,False,False
CMH-SGU,2,2,2.0,431.5,0,0,0,0,2,0,0.0,1666.0,0,0,0,other,False,False,False
CMH-SHR,3,4,5.0,299.81111111111113,0,0,0,0,0,0,0.0,1270.0,0,0,0,other,False,False,False
CMH-SHV,4,57,90.75,222.6682359625323,0,0,0,0,33,57,0.0,803.0,0,0,0,other,False,False,False
CMH-SJC,4,573,707.0,215.7493915420295,3,4,3,4,314,286,0.08466687678271022,2100.0,30,0,0,overlap,True,False,False
CMH-SJT,4,17,19.0,233.1686191634722,0,0,0,0,0,0,0.0,1153.0,0,0,0,other,False,False,False
CMH-SJU,4,286,386.5,144.61003759083928,4,0,0,4,453,20,0.0016017447617994816,0.0,2,0,0,other,True,False,False
CMH-SLC,4,945,1020.75,246.56301679496627,3,0,0,4,1355,142,0.3129460849705154,1527.0,724,3,0,other,True,False,False
CMH-SLE,3,4,6.666666666666667,249.29999796549467,0,0,0,0,16,0,0.0,2055.0,0,0,0,other,False,False,False
CMH-SMF,4,690,941.25,200.069622825493,3,4,3,4,460,386,0.05770302662934853,2057.0,0,11,0,overlap,True,False,False
CMH-SNA,4,891,964.0,211.48302080490788,4,3,3,4,767,209,0.017089422916580378,1973.0,39,11,0,overlap,True,False,False
CMH-SOP,1,1,1.0,486.0,0,0,0,0,0,0,0.0,379.0,0,0,0,other,False,False,False
CMH-SPI,4,22,25.75,161.7482451270116,0,0,0,1,0,0,0.0,361.0,0,0,0,other,False,False,False
CMH-SPS,4,9,21.0,241.68171785596329,0,0,0,0,0,0,0.0,956.0,0,0,0,other,False,False,False
CMH-SRQ,4,414,584.25,149.63792445835054,4,1,1,0,1480,77,0.03410414525522439,872.0,88,0,0,other,True,False,False
CMH-STC,3,2,2.6666666666666665,168.66666666666666,0,0,0,0,0,6,0.0,0.0,0,0,0,other,False,False,False
CMH-STL,4,2214,2666.25,109.40686156669722,0,0,0,0,66,42,0.8129168301292213,409.0,0,0,0,other,True,False,False
CMH-STT,3,3,9.666666666666666,156.5277786254883,2,0,0,1,5,0,0.0,0.0,0,0,0,other,False,False,False
CMH-SUN,2,2,4.0,201.66666412353499,0,0,0,0,0,0,0.0,1631.0,0,0,0,other,False,False,False
CMH-SUX,4,13,20.25,234.18865415475423,0,0,0,0,0,73,0.019230769230769232,722.0,0,0,0,other,False,False,False
CMH-SWF,4,34,59.25,165.19607071052167,0,0,0,0,0,79,0.0,472.0,0,0,0,other,False,False,False
CMH-SYR,4,178,216.0,151.7560566698783,0,4,0,1,39,337,0.013822793323159,412.0,0,1,0,other,True,False,False
CMH-TBN,2,2,2.0,126.0,0,0,0,0,0,0,0.0,522.0,0,0,0,other,False,False,False
